Asset_ID;Category;Monetization;Start_Date;Rev_2025-01-12;Rev_2025-01-13;Rev_2025-01-14;Rev_2025-01-15;Rev_2025-01-16;Rev_2025-01-17;Rev_2025-01-18;Rev_2025-01-19;Rev_2025-01-20;Rev_2025-01-21;Rev_2025-01-22;Rev_2025-01-23;Rev_2025-01-24;Rev_2025-01-25;Rev_2025-01-26;Rev_2025-01-27;Rev_2025-01-28;Rev_2025-01-29;Rev_2025-01-30;Rev_2025-01-31;Rev_2025-02-01;Rev_2025-02-02;Rev_2025-02-03;Rev_2025-02-04;Rev_2025-02-05;Rev_2025-02-06;Rev_2025-02-07;Rev_2025-02-08;Rev_2025-02-09;Rev_2025-02-10;Rev_2025-02-11;Rev_2025-02-12;Rev_2025-02-13;Rev_2025-02-14;Rev_2025-02-15;Rev_2025-02-16;Rev_2025-02-17;Rev_2025-02-18;Rev_2025-02-19;Rev_2025-02-20;Rev_2025-02-21;Rev_2025-02-22;Rev_2025-02-23;Rev_2025-02-24;Rev_2025-02-25;Rev_2025-02-26;Rev_2025-02-27;Rev_2025-02-28;Rev_2025-03-01;Rev_2025-03-02;Rev_2025-03-03;Rev_2025-03-04;Rev_2025-03-05;Rev_2025-03-06;Rev_2025-03-07;Rev_2025-03-08;Rev_2025-03-09;Rev_2025-03-10;Rev_2025-03-11;Rev_2025-03-12;Rev_2025-03-13;Rev_2025-03-14;Rev_2025-03-15;Rev_2025-03-16;Rev_2025-03-17;Rev_2025-03-18;Rev_2025-03-19;Rev_2025-03-20;Rev_2025-03-21;Rev_2025-03-22;Rev_2025-03-23;Rev_2025-03-24;Rev_2025-03-25;Rev_2025-03-26;Rev_2025-03-27;Rev_2025-03-28;Rev_2025-03-29;Rev_2025-03-30;Rev_2025-03-31;Rev_2025-04-01;Rev_2025-04-02;Rev_2025-04-03;Rev_2025-04-04;Rev_2025-04-05;Rev_2025-04-06;Rev_2025-04-07;Rev_2025-04-08;Rev_2025-04-09;Rev_2025-04-10;Rev_2025-04-11
IP-0020;Technology;Advertising;20.01.25;0;0;0;0;0;0;0;0;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88;2,88
IP-0021;Lifestyle;Advertising;20.01.25;0;0;0;0;0;0;0;0;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38;2,38
IP-0021;Lifestyle;Subscriptions;20.01.25;0;0;0;0;0;0;0;0;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66;1,66
IP-0022;Education;Licensing;20.01.25;0;0;0;0;0;0;0;0;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81
IP-0023;Publishing;Advertising;21.01.25;0;0;0;0;0;0;0;0;0;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52
IP-0024;Education;Staking;21.01.25;0;0;0;0;0;0;0;0;0;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67;4,67
IP-0024;Education;Subscriptions;21.01.25;0;0;0;0;0;0;0;0;0;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02;2,02
IP-0025;Media & Entertainment;Licensing;21.01.25;0;0;0;0;0;0;0;0;0;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54
IP-0025;Media & Entertainment;Subscriptions;21.01.25;0;0;0;0;0;0;0;0;0;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01;2,01
IP-0026;Health & Wellness;Advertising;22.01.25;0;0;0;0;0;0;0;0;0;0;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7;4,7
IP-0026;Health & Wellness;Subscriptions;22.01.25;0;0;0;0;0;0;0;0;0;0;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81
IP-0027;Health & Wellness;Staking;22.01.25;0;0;0;0;0;0;0;0;0;0;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17
IP-0028;Education;Advertising;22.01.25;0;0;0;0;0;0;0;0;0;0;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96
IP-0029;Politics & News;Subscriptions;22.01.25;0;0;0;0;0;0;0;0;0;0;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6
IP-0030;Lifestyle;Subscriptions;23.01.25;0;0;0;0;0;0;0;0;0;0;0;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83
IP-0030;Lifestyle;Staking;23.01.25;0;0;0;0;0;0;0;0;0;0;0;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89;2,89
IP-0031;Health & Wellness;Staking;23.01.25;0;0;0;0;0;0;0;0;0;0;0;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68
IP-0031;Health & Wellness;Licensing;23.01.25;0;0;0;0;0;0;0;0;0;0;0;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78
IP-0032;Politics & News;Advertising;23.01.25;0;0;0;0;0;0;0;0;0;0;0;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67;2,67
IP-0033;Publishing;Licensing;23.01.25;0;0;0;0;0;0;0;0;0;0;0;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22;2,22
IP-0034;Publishing;Staking;24.01.25;0;0;0;0;0;0;0;0;0;0;0;0;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98;1,98
IP-0034;Publishing;Subscriptions;24.01.25;0;0;0;0;0;0;0;0;0;0;0;0;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76;4,76
IP-0035;Publishing;Advertising;24.01.25;0;0;0;0;0;0;0;0;0;0;0;0;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61
IP-0035;Publishing;Staking;24.01.25;0;0;0;0;0;0;0;0;0;0;0;0;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77;4,77
IP-0036;Gaming;Licensing;24.01.25;0;0;0;0;0;0;0;0;0;0;0;0;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3;4,3
IP-0036;Gaming;Advertising;24.01.25;0;0;0;0;0;0;0;0;0;0;0;0;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82
IP-0037;Knowledge & Utilities;Licensing;24.01.25;0;0;0;0;0;0;0;0;0;0;0;0;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16;2,16
IP-0037;Knowledge & Utilities;Advertising;24.01.25;0;0;0;0;0;0;0;0;0;0;0;0;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25
IP-0038;Knowledge & Utilities;Advertising;25.01.25;0;0;0;0;0;0;0;0;0;0;0;0;0;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22;4,22
IP-0039;Health & Wellness;Subscriptions;25.01.25;0;0;0;0;0;0;0;0;0;0;0;0;0;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87
IP-0039;Health & Wellness;Advertising;25.01.25;0;0;0;0;0;0;0;0;0;0;0;0;0;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81;3,81
IP-0040;Technology;Advertising;25.01.25;0;0;0;0;0;0;0;0;0;0;0;0;0;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92
IP-0041;Politics & News;Staking;25.01.25;0;0;0;0;0;0;0;0;0;0;0;0;0;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44
IP-0041;Politics & News;Advertising;25.01.25;0;0;0;0;0;0;0;0;0;0;0;0;0;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71
IP-0042;Knowledge & Utilities;Subscriptions;26.01.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21;1,21
